Make,Model,Year,Color,Price,Foreign/Local,Engine Type,Mileage
Volkswagen,Up,2016,Black,"KSh 900,000",Foreign Used,Automatic,56798
Honda,Vezel,2016,Purple,"KSh 2,400,000",Foreign Used,Automatic,67541
Honda,Shuttle,2016,Silver,"KSh 1,700,000",Foreign Used,Automatic,75415
Toyota,Harrier,2017,Black,"KSh 3,800,000",Foreign Used,Automatic,54657
Subaru,XV,2016,Burgundy,"KSh 21,000,000",Foreign Used,Automatic,74145
Volkswagen,Touran,2016,White,"KSh 1,700,000",Foreign Used,Automatic,70569
Honda,Jade,2016,White,"KSh 1,680,000",Foreign Used,Automatic,60875
Toyota,Allion,,Black,"KSh 2,200,000",Foreign Used,Automatic,70541
Toyota,RAV4,2016,Brown,"KSh 4,600,000",Foreign Used,Automatic,62000
Land,Rover,2014,Gray,"KSh 8,300,000",Kenyan Used,Automatic,108000
Peugeot,208,2016,White,"KSh 1,390,000",Foreign Used,Automatic,25000
Audi,Q3,2016,Pearl,"KSh 3,000,000",Foreign Used,Automatic,37727
Mercedes-Benz,GLE-Class,2016,Blue,"KSh 8,000,000",Foreign Used,Automatic,56945
Subaru,Impreza,,white,"KSh 1,550,000",Foreign Used,Automatic,90565
Mercedes-Benz,GLA,2016,Brown,"KSh 3,500,000",Foreign Used,Automatic,85003
Volkswagen,Golf,,white,"KSh 1,600,000",Foreign Used,Automatic,70486
Volkswagen,Golf,2016,Red,"KSh 1,600,000",Foreign Used,Automatic,71452
Subaru,XV,2016,Burgundy,"KSh 2,150,000",Foreign Used,Automatic,75468
Lexus,IS,2016,White,"KSh 3,200,000",Foreign Used,Automatic,76387
Volkswagen,Passat,2016,Brown,"KSh 1,950,000",Foreign Used,Automatic,56754
Nissan,Elgrand,,Black,"KSh 2,000,000",Foreign Used,Automatic,67578
Mercedes-Benz,C200,2016,Teal,"KSh 3,300,000",Foreign Used,Automatic,27153
Mazda,Atenza,2016,Pearl,"KSh 1,950,000",Foreign Used,Automatic,65784
Toyota,C-HR,2017,Black,"KSh 3,400,000",Foreign Used,Automatic,97574
Toyota,Land,,white,"KSh 6,500,000",Foreign Used,Automatic,85769
Mazda,Axela,,white,"KSh 1,600,000",Foreign Used,Automatic,70546
Volkswagen,Tiguan,2017,Ivory,"KSh 3,750,000",Foreign Used,Automatic,62465
Volkswagen,Golf,2016,Blue,"KSh 1,650,000",Foreign Used,Automatic,86375
Nissan,Skyline,2016,White,"KSh 2,100,000",Foreign Used,Automatic,90474
Toyota,RAV4,2019,Black,"KSh 6,500,000",Foreign Used,Automatic,57057
Lexus,NX,2016,White,"KSh 4,900,000",Foreign Used,Automatic,61546
Audi,Q3,2014,White,"KSh 2,580,000",Kenyan Used,Automatic,124000
BMW,X5,2015,Black,"KSh 5,500,000",Foreign Used,Automatic,65000
Mazda,CX-3,2016,Gray,"KSh 1,980,000",Foreign Used,Automatic,83000
Toyota,Axio,2016,Blue,"KSh 1,400,000",Foreign Used,Automatic,42000
Toyota,Auris,2016,Pearl,"KSh 1,580,000",Foreign Used,Automatic,17250
Audi,Q5,2016,Pearl,"KSh 4,350,000",Foreign Used,Automatic,84305
Mazda,Demio,2016,Blue,"KSh 1,200,000",Foreign Used,Automatic,75846
Nissan,Teana,2016,White,"KSh 1,700,000",Foreign Used,Automatic,57742
Mazda,CX-5,2016,Beige,"KSh 2,400,000",Foreign Used,Automatic,70546
Mazda,Axela,2016,Black,"KSh 1,650,000",Foreign Used,Automatic,58754
Toyota,Aqua,,Black,"KSh 1,150,000",Foreign Used,Automatic,54669
Subaru,Impreza,2017,Teal,"KSh 1,700,000",Foreign Used,Automatic,59675
Toyota,Auris,2016,Pearl,"KSh 1,600,000",Foreign Used,Automatic,54711
Toyota,Land,2018,Red,"KSh 7,000,000",Foreign Used,Automatic,56978
Suzuki,Hustler,2016,Yellow,"KSh 800,000",Foreign Used,Automatic,61296
Volkswagen,Tiguan,2016,Black,"KSh 2,600,000",Foreign Used,Automatic,90179
Jeep,Compass,2016,Black,"KSh 2,200,000",Foreign Used,Automatic,
Mazda,CX-5,2016,Black,"KSh 2,380,000",Foreign Used,Automatic,50645
Mazda,Axela,,Black,"KSh 1,950,000",Foreign Used,Automatic,91026
Toyota,Voxy,2016,Brown,"KSh 2,250,000",Foreign Used,Automatic,90644
Nissan,Note,2017,Gray,"KSh 1,100,000",Foreign Used,Automatic,50467
Toyota,Fortuner,2016,White,"KSh 5,700,000",Foreign Used,Automatic,74726
Subaru,Forester,2016,Blue,"KSh 3,000,000",Foreign Used,Automatic,
Isuzu,D-Max,2016,White,"KSh 1,750,000",Kenyan Used,Manual,1048961
Isuzu,D-MAX,2020,White,"KSh 2,650,000",Kenyan Used,Manual,
BMW,X3,2016,Black,"KSh 3,950,000",Foreign Used,Automatic,105000
Toyota,Harrier,2016,Pearl,"KSh 3,800,000",Foreign Used,Automatic,90755
Nissan,X-Trail,,white,"KSh 2,400,000",Foreign Used,Automatic,50466
Nissan,Note,2017,Brown,"KSh 1,100,000",Foreign Used,Automatic,67546
Mazda,Atenza,2016,White,"KSh 1,900,000",Foreign Used,Automatic,50456
Nissan,Cube,2016,White,"KSh 800,000",Foreign Used,Automatic,
Volkswagen,Tiguan,2017,Brown,"KSh 3,700,000",Foreign Used,Automatic,58764
Suzuki,Wagon,2016,Teal,"KSh 830,000",Foreign Used,Automatic,96000
Toyota,Vitz,2013,Beige,"KSh 650,000",Kenyan Used,Automatic,
Toyota,Harrier,2016,Purple,"KSh 3,800,000",Foreign Used,Automatic,89327
Subaru,Impreza,2010,Silver,"KSh 830,000",Kenyan Used,Automatic,77243
Subaru,Forester,2007,Black,"KSh 795,000",Kenyan Used,Automatic,166853
Mazda,Atenza,2016,Red,"KSh 2,300,000",Foreign Used,Automatic,72000
Mazda,Demio,2012,Blue,"KSh 620,000",Kenyan Used,Automatic,
Toyota,Belta,2008,Silver,"KSh 540,000",Kenyan Used,Automatic,146589
Toyota,Axio,2011,White,"KSh 770,000",Kenyan Used,Automatic,153523
Toyota,Axio,2011,White,"KSh 850,000",Kenyan Used,Automatic,138011
Toyota,RAV4,2007,Blue,"KSh 1,290,000",Kenyan Used,Automatic,140119
Subaru,Forester,2010,Red,"KSh 1,200,000",Kenyan Used,Automatic,132000
Toyota,RAV4,2006,Gold,"KSh 990,000",Kenyan Used,Automatic,168000
Audi,Q5,2016,White,"KSh 4,249,999",Foreign Used,Automatic,
Land,Rover,2015,Blue,"KSh 7,800,000",Foreign Used,Automatic,121000
Mercedes-Benz,C180,2013,White,"KSh 2,350,000",Kenyan Used,Automatic,65000
Mercedes-Benz,CLS,2012,White,"KSh 3,480,000",Kenyan Used,Automatic,62000
Toyota,Probox,2012,White,"KSh 780,000",Kenyan Used,Automatic,
Toyota,Land,2011,Black,"KSh 3,100,000",Kenyan Used,Automatic,
Nissan,Dualis,2010,Silver,"KSh 1,080,000",Kenyan Used,Automatic,138528
Subaru,Forester,2011,Black,"KSh 1,350,000",Kenyan Used,Automatic,150000
Toyota,Hilux,2012,White,"KSh 1,920,000",Kenyan Used,Manual,138523
Volkswagen,Touareg,2006,White,"KSh 979,999",Kenyan Used,Automatic,
Volkswagen,Golf,2004,Silver,"KSh 445,000",Kenyan Used,Manual,
New,Toyota,2022,Black,"KSh 26,000,000",Brand New,Automatic,6
Toyota,Land,2007,White,"KSh 2,200,000",Kenyan Used,Automatic,139852
Mercedes-Benz,E250,2014,Silver,"KSh 2,500,000",Kenyan Used,Automatic,
Nissan,Fuga,2017,Silver,"KSh 2,300,000",Foreign Used,Automatic,
Toyota,Hilux,2013,White,"KSh 1,999,000",Kenyan Used,Manual,140000
Toyota,Harrier,2016,Black,"KSh 3,850,000",Foreign Used,Automatic,
Toyota,Voxy,2012,Silver,"KSh 1,300,000",Kenyan Used,Automatic,164000
Mazda,Demio,2012,Blue,"KSh 610,000",Kenyan Used,Automatic,119001
Toyota,Hilux,2010,Silver,"KSh 1,580,000",Kenyan Used,Manual,142257
Mazda,Demio,2012,Blue,"KSh 620,000",Kenyan Used,Automatic,
BMW,116i,2008,Gray,"KSh 795,000",Kenyan Used,Automatic,115000
Toyota,Corolla,2006,Silver,"KSh 765,000",Kenyan Used,Automatic,186194
Toyota,Noah,2011,Silver,"KSh 1,170,000",Kenyan Used,Automatic,
Volkswagen,Golf,2016,White,"KSh 1,850,000",Foreign Used,Automatic,108000
Toyota,Corolla,2016,White,"KSh 1,650,000",Foreign Used,Automatic,132000
Nissan,X-Trail,2016,Black,"KSh 2,480,000",Foreign Used,Automatic,87000
Toyota,Hilux,2008,Silver,"KSh 2,090,000",Kenyan Used,Automatic,
Mazda,Demio,2016,White,"KSh 1,099,999",Foreign Used,Automatic,
Toyota,Hilux,2014,Beige,"KSh 1,590,000",Kenyan Used,Manual,170000
Toyota,Hilux,2012,Silver,"KSh 2,190,000",Kenyan Used,Manual,124085
Toyota,Hilux,2013,Silver,"KSh 2,700,000",Kenyan Used,Manual,109986
Toyota,Voxy,2010,Silver,"KSh 1,035,000",Kenyan Used,Automatic,
Toyota,Corolla,2000,Black,"KSh 380,000",Kenyan Used,Automatic,
Toyota,Harrier,2015,Black,"KSh 3,150,000",Kenyan Used,Automatic,100000
Volkswagen,Tiguan,2017,White,"KSh 4,250,000",Foreign Used,Automatic,50000
Toyota,Vitz,2006,Silver,"KSh 470,000",Foreign Used,AMT,114554
Subaru,XV,2016,Black,"KSh 2,300,000",Foreign Used,Automatic,
Toyota,Hilux,2011,Silver,"KSh 2,190,000",Kenyan Used,Manual,
Mazda,CX-5,2017,Blue,"KSh 3,090,000",Foreign Used,Automatic,
Suzuki,Alto,2016,Blue,"KSh 750,000",Foreign Used,Automatic,
Toyota,Rush,2009,Silver,"KSh 1,200,000",Kenyan Used,Automatic,
Toyota,Hilux,2012,White,"KSh 1,920,000",Kenyan Used,Manual,
Toyota,Rush,2009,Silver,"KSh 1,200,000",Kenyan Used,Automatic,139852
Nissan,March,2015,Silver,"KSh 930,000",Foreign Used,Automatic,
Subaru,Forester,2016,White,"KSh 2,800,000",Foreign Used,Automatic,65402
Toyota,Wish,2004,Silver,"KSh 560,000",Kenyan Used,Automatic,165000
Volkswagen,Beetle,2016,Purple,"KSh 1,800,000",Foreign Used,Automatic,90000
Mercedes-Benz,G-Class,2015,Black,"KSh 11,000,000",Foreign Used,Automatic,65000
Mercedes-Benz,C200,2014,Silver,"KSh 2,350,000",Kenyan Used,Automatic,85000
Subaru,Forester,2016,Black,"KSh 2,950,000",Foreign Used,Automatic,42507
Toyota,Land,2006,Black,"KSh 1,780,000",Kenyan Used,Automatic,137542
Toyota,Voxy,2010,Silver,"KSh 1,080,000",Kenyan Used,Automatic,142033
Toyota,Hilux,2012,Silver,"KSh 2,190,000",Kenyan Used,Manual,154122
Subaru,Impreza,2015,Blue,"KSh 1,450,000",Kenyan Used,Automatic,
Toyota,Hilux,2011,Silver,"KSh 1,850,000",Kenyan Used,Manual,146885
Nissan,Latio,2015,White,"KSh 1,150,000",Kenyan Used,Automatic,
Toyota,Premio,2004,Silver,"KSh 780,000",Kenyan Used,Automatic,165283
Toyota,ISIS,2017,Silver,"KSh 1,500,000",Foreign Used,Automatic,71000
Mazda,Demio,2012,Blue,"KSh 630,000",Kenyan Used,Automatic,132583
Nissan,March,2016,Silver,"KSh 650,000",Kenyan Used,Automatic,113984
Toyota,Porte,2017,White,"KSh 1,100,000",Foreign Used,Automatic,75000
Mercedes-Benz,C200,2010,Silver,"KSh 1,750,000",Kenyan Used,Automatic,
Nissan,X-Trail,2012,Green,"KSh 1,450,000",Kenyan Used,Manual,
Nissan,Skyline,2010,Gray,"KSh 1,080,000",Kenyan Used,Automatic,84731
Nissan,Note,2014,Silver,"KSh 660,000",Kenyan Used,Automatic,
Toyota,ISIS,2011,Silver,"KSh 750,000",Kenyan Used,Automatic,
Nissan,Juke,2010,Red,"KSh 720,000",Kenyan Used,Automatic,124600
Volkswagen,Touran,2010,White,"KSh 695,000",Kenyan Used,Automatic,
Audi,Q7,2007,Red,"KSh 1,530,000",Kenyan Used,Automatic,
Land,Rover,2015,Black,"KSh 4,800,000",Foreign Used,Automatic,60000
Land,Rover,2015,White,"KSh 5,200,000",Foreign Used,Automatic,85000
Toyota,Corolla,2012,Red,"KSh 1,050,000",Kenyan Used,Automatic,82000
Nissan,Hardbody,2011,White,"KSh 1,290,000",Kenyan Used,Manual,158000
Isuzu,D-MAX,2014,White,"KSh 1,750,000",Kenyan Used,Manual,140000
Nissan,FB14,2000,Silver,"KSh 250,000",Kenyan Used,Manual,
Toyota,Starlet,1999,Silver,"KSh 210,000",Kenyan Used,Automatic,
Toyota,Allion,2012,Silver,"KSh 1,230,000",Kenyan Used,Automatic,148700
Toyota,Probox,2011,White,"KSh 490,000",Kenyan Used,Automatic,90000
Toyota,Axio,2010,Gold,"KSh 890,000",Kenyan Used,Automatic,
Toyota,Allion,2002,Blue,"KSh 600,000",Kenyan Used,Automatic,
Suzuki,Alto,2014,Silver,"KSh 560,000",Kenyan Used,Manual,124000
Mercedes-Benz,C180,2014,Silver,"KSh 2,750,000",Kenyan Used,Automatic,48000
Toyota,Cami,2003,Gray,"KSh 310,000",Kenyan Used,Automatic,
Subaru,Forester,1998,Green,"KSh 640,000",Kenyan Used,Manual,
Toyota,Premio,2003,White,"KSh 480,000",Kenyan Used,Automatic,150000
Nissan,Caravan,2014,Silver,"KSh 1,899,000",Kenyan Used,Automatic,109000
Mercedes-Benz,M,2007,Blue,"KSh 990,000",Kenyan Used,Automatic,185231
Toyota,RAV4,2016,Red,"KSh 4,250,000",Foreign Used,Automatic,62000
Toyota,Ractis,2010,Blue,"KSh 720,000",Kenyan Used,CVT,
Toyota,Harrier,2014,White,"KSh 2,750,000",Kenyan Used,Automatic,
Volkswagen,Golf,2009,Blue,"KSh 1,000,000",Kenyan Used,Automatic,88186
Toyota,Axio,2012,Beige,"KSh 990,000",Kenyan Used,Automatic,
Mercedes-Benz,CLA-Class,2016,Gray,"KSh 3,200,000",Foreign Used,Automatic,31000
Toyota,Harrier,2014,Black,"KSh 2,750,000",Kenyan Used,Automatic,75000
Nissan,Note,2015,Gray,"KSh 900,000",Kenyan Used,Automatic,138000
Toyota,Harrier,2007,,"KSh 1,420,000",Kenyan Used,Automatic,
Honda,Fit,2011,Black,"KSh 570,000",Kenyan Used,Automatic,172700
Toyota,Hilux,2010,Black,"KSh 1,980,000",Foreign Used,Automatic,118965
Mercedes-Benz,CLS,2007,Blue,"KSh 1,699,999",Kenyan Used,Automatic,157000
Honda,CR-V,2007,White,"KSh 1,050,000",Kenyan Used,Automatic,
Mazda,Demio,2012,White,"KSh 510,000",Kenyan Used,Automatic,
Toyota,Hilux,2012,Silver,"KSh 1,880,000",Kenyan Used,Manual,131022
Nissan,Advan,2008,White,"KSh 350,000",Kenyan Used,Automatic,
Mazda,Demio,2012,Blue,"KSh 620,000",Foreign Used,CVT,122185
Toyota,Hilux,2010,Silver,"KSh 2,580,000",Kenyan Used,Automatic,121314
Suzuki,Alto,2015,Pink,"KSh 550,000",Kenyan Used,Automatic,138523
Nissan,Fuga,2007,Black,"KSh 735,000",Foreign Used,CVT,126787
Toyota,Vitz,2012,Black,"KSh 660,000",Kenyan Used,CVT,
Toyota,Axio,2007,Silver,"KSh 735,000",Kenyan Used,Automatic,125000
Mazda,Demio,2015,White,"KSh 1,250,000",Foreign Used,Automatic,
Nissan,March,2011,Black,"KSh 400,000",Kenyan Used,Automatic,
Toyota,Corolla,2005,Silver,"KSh 515,000",Kenyan Used,Automatic,157842
Mazda,Demio,2012,Brown,"KSh 515,000",Kenyan Used,Automatic,97000
Toyota,Axio,2010,White,"KSh 750,000",Kenyan Used,Automatic,157258
Toyota,Sienta,2013,Gray,"KSh 880,000",Kenyan Used,Automatic,127485
Mitsubishi,RVR,2015,Gray,"KSh 1,800,000",Foreign Used,Automatic,51000
Toyota,ISIS,2010,Pearl,"KSh 850,000",Kenyan Used,Automatic,150000
Mazda,CX-5,2013,White,"KSh 1,900,000",Kenyan Used,Automatic,115000
Toyota,Premio,2014,White,"KSh 1,480,000",Kenyan Used,Automatic,113000
Toyota,Sienta,2012,Black,"KSh 580,000",Kenyan Used,Automatic,170000
Mitsubishi,RVR,2014,Blue,"KSh 1,690,000",Kenyan Used,Automatic,
Toyota,Land,2015,White,"KSh 6,350,000",Foreign Used,Automatic,
Toyota,Vitz,2009,Blue,"KSh 550,000",Kenyan Used,Automatic,147258
Nissan,Teana,2016,Black,"KSh 1,690,000",Foreign Used,Automatic,48000
Toyota,Passo,2010,Red,"KSh 450,000",Kenyan Used,Automatic,110000
Toyota,Corolla,2002,Silver,"KSh 615,000",Foreign Used,CVT,156505
Toyota,Axio,2009,White,"KSh 800,000",Kenyan Used,Automatic,142152
Toyota,Probox,2010,White,"KSh 685,000",Foreign Used,CVT,125454
Toyota,Allion,2006,White,"KSh 729,000",Kenyan Used,Automatic,
Toyota,Harrier,2016,White,"KSh 3,570,000",Foreign Used,Automatic,52000
Nissan,Note,2013,Red,"KSh 630,000",Kenyan Used,Automatic,178000
Nissan,Note,2015,Silver,"KSh 975,000",Foreign Used,Automatic,122855
Toyota,Corolla,1999,Blue,"KSh 330,000",Kenyan Used,Manual,221000
Toyota,RAV4,2008,Blue,"KSh 1,200,000",Kenyan Used,Automatic,
Subaru,Outback,2006,White,"KSh 895,000",Kenyan Used,Automatic,129000
Toyota,Hilux,2012,,"KSh 2,450,000",Kenyan Used,Manual,127000
Toyota,Vitz,2006,Black,"KSh 455,000",Kenyan Used,Automatic,165123
Toyota,Harrier,2016,White,"KSh 3,900,000",Foreign Used,Automatic,126000
Lexus,LX,2015,Black,"KSh 10,500,000",Foreign Used,Automatic,82000
Land,Rover,2015,Gray,"KSh 4,800,000",Foreign Used,Automatic,85000
Toyota,Harrier,2016,White,"KSh 3,550,000",Foreign Used,Automatic,71000
Toyota,Passo,2006,Red,"KSh 375,000",Kenyan Used,Automatic,
Toyota,Passo,2015,White,"KSh 780,000",Kenyan Used,Automatic,121957
Toyota,Axio,2011,Silver,"KSh 885,000",Kenyan Used,Automatic,
Toyota,Corolla,2011,Silver,"KSh 925,000",Kenyan Used,Automatic,
Toyota,Sienta,2010,Blue,"KSh 470,000",Kenyan Used,Automatic,272146
Toyota,Premio,2010,White,"KSh 1,900,000",Kenyan Used,Automatic,
Toyota,RAV4,2014,White,"KSh 2,550,000",Kenyan Used,Automatic,78600
Toyota,Voxy,2012,Silver,"KSh 1,230,000",Kenyan Used,Automatic,
Toyota,Vitz,2016,,"KSh 1,300,000",Foreign Used,Automatic,81000
Toyota,HiAce,2013,White,"KSh 1,050,000",Kenyan Used,Manual,500000
Toyota,RAV4,2008,Blue,"KSh 1,220,000",Kenyan Used,Automatic,
Toyota,Axio,2012,Silver,"KSh 1,100,000",Kenyan Used,Automatic,128000
Toyota,Hilux,2008,,"KSh 2,090,000",Kenyan Used,Automatic,162032
Mitsubishi,Pajero,2010,Silver,"KSh 2,400,000",Kenyan Used,Automatic,
Nissan,X-Trail,2016,White,"KSh 2,300,000",Foreign Used,Automatic,
Toyota,Corolla,1998,White,"KSh 330,000",Kenyan Used,Manual,
Toyota,Vitz,2011,Gray,"KSh 650,000",Foreign Used,Automatic,120500
Toyota,Land,2006,White,"KSh 2,280,000",Kenyan Used,Automatic,138441
Toyota,Allion,2009,Silver,"KSh 935,000",Foreign Used,Automatic,128454
Toyota,Vitz,2001,White,"KSh 265,000",Kenyan Used,Automatic,198989
Toyota,Land,2015,White,"KSh 9,000,000",Foreign Used,Automatic,65000
Honda,Vezel,2015,White,"KSh 2,200,000",Foreign Used,Automatic,86000
Land,Rover,2016,Gray,"KSh 6,100,000",Foreign Used,Automatic,66000
Toyota,RAV4,1999,White,"KSh 465,000",Kenyan Used,Automatic,215000
Nissan,March,2015,White,"KSh 770,000",Foreign Used,Automatic,
Toyota,Harrier,2002,Silver,"KSh 535,000",Kenyan Used,Automatic,210000
BMW,X1,2012,Brown,"KSh 1,400,000",Kenyan Used,Automatic,96000
Mercedes-Benz,C200,2010,Silver,"KSh 1,290,000",Kenyan Used,Automatic,124000
Toyota,Hilux,2011,White,"KSh 1,920,000",Kenyan Used,Manual,154026
Toyota,Vitz,2005,Black,"KSh 455,000",Kenyan Used,Automatic,142023
Volvo,XC60,2016,Black,"KSh 2,500,000",Kenyan Used,Automatic,72001
Toyota,Ractis,2010,White,"KSh 590,000",Kenyan Used,CVT,129455
Mitsubishi,Outlander,2008,Black,"KSh 850,000",Kenyan Used,Automatic,135000
Honda,CR-V,2010,Silver,"KSh 1,550,000",Foreign Used,CVT,126545
Toyota,Land,2006,White,"KSh 2,350,000",Kenyan Used,Automatic,
Mazda,Demio,2015,White,"KSh 1,150,000",Foreign Used,Automatic,95888
Toyota,Crown,2013,White,"KSh 1,480,000",Kenyan Used,Automatic,
Daihatsu,Mira,2013,White,"KSh 535,000",Foreign Used,CVT,122488
Mitsubishi,Outlander,2016,Black,"KSh 2,600,000",Kenyan Used,Automatic,99262
Toyota,Vitz,2015,White,"KSh 899,000",Foreign Used,CVT,114500
Nissan,X-Trail,2011,Red,"KSh 1,380,000",Kenyan Used,Automatic,150000
Suzuki,Alto,2015,White,"KSh 690,000",Foreign Used,Automatic,
Toyota,Premio,2009,White,"KSh 995,000",Kenyan Used,Automatic,163000
BMW,X5,2015,White,"KSh 5,400,000",Foreign Used,Automatic,63000
Mercedes-Benz,M,2015,White,"KSh 5,100,000",Foreign Used,Automatic,72000
Mercedes-Benz,C250,2015,White,"KSh 3,750,000",Foreign Used,Automatic,65000
Toyota,Axio,2012,Silver,"KSh 990,000",Kenyan Used,Automatic,129000
Nissan,Note,2015,Blue,"KSh 945,000",Foreign Used,Automatic,
Subaru,Forester,2000,Gray,"KSh 1,520,000",Kenyan Used,Automatic,
Nissan,Patrol,2013,Black,"KSh 2,100,000",Kenyan Used,Manual,144000
Honda,Fit,2014,Black,"KSh 990,000",Kenyan Used,Automatic,97000
Nissan,FB15,1994,Blue,"KSh 130,000",Kenyan Used,Manual,365214
Suzuki,Ignis,2016,White,"KSh 1,090,000",Foreign Used,Automatic,62000
Toyota,Corolla,2007,Black,"KSh 675,000",Kenyan Used,Automatic,
Mitsubishi,Outlander,2015,White,"KSh 2,495,000",Kenyan Used,Automatic,93000
Volkswagen,Golf,2016,Gray,"KSh 3,950,000",Foreign Used,Automatic,41000
Honda,Insight,2012,Silver,"KSh 880,000",Kenyan Used,CVT,191000
Toyota,Land,2014,Green,"KSh 4,600,000",Kenyan Used,Automatic,113000
Toyota,Premio,2005,Gray,"KSh 781,000",Foreign Used,AMT,129454
Toyota,Noah,2010,Silver,"KSh 1,140,000",Kenyan Used,Automatic,151000
Toyota,Voxy,2010,Silver,"KSh 1,080,000",Kenyan Used,Automatic,146000
Toyota,Rush,2009,Silver,"KSh 1,200,000",Kenyan Used,Automatic,159000
Mazda,CX-5,2017,Blue,"KSh 3,400,000",Foreign Used,Automatic,
Toyota,Premio,2010,Gray,"KSh 975,000",Kenyan Used,Automatic,
Nissan,Tiida,2007,White,"KSh 485,000",Foreign Used,Automatic,168635
Subaru,Outback,2010,White,"KSh 1,450,000",Kenyan Used,Automatic,96000
Mercedes-Benz,E250,2015,Black,"KSh 4,000,000",Foreign Used,Automatic,53000
Audi,Q5,2016,White,"KSh 4,000,000",Foreign Used,Automatic,71000
Mercedes-Benz,GLC-Class,2016,White,"KSh 6,000,000",Foreign Used,Automatic,67000
Mazda,Demio,2013,Red,"KSh 820,000",Kenyan Used,Automatic,96000
Toyota,Fortuner,2014,White,"KSh 3,750,000",Kenyan Used,Automatic,
Toyota,Auris,2013,Black,"KSh 1,300,000",Kenyan Used,Automatic,
Toyota,Premio,2008,Brown,"KSh 1,330,000",Kenyan Used,Automatic,96000
Toyota,Vitz,2011,Green,"KSh 570,000",Kenyan Used,Automatic,165000
Toyota,Mark,2006,Blue,"KSh 699,999",Kenyan Used,Automatic,96000
Lexus,NX,2016,Black,"KSh 4,550,000",Foreign Used,Automatic,99118
Mazda,CX-3,2015,Red,"KSh 1,550,000",Kenyan Used,Automatic,
Honda,Fit,2016,Silver,"KSh 1,470,000",Foreign Used,Automatic,
Volkswagen,Polo,2009,Black,"KSh 600,000",Kenyan Used,Automatic,
Toyota,Hilux,2012,Gold,"KSh 2,090,000",Kenyan Used,Automatic,
BMW,X1,2016,White,"KSh 2,900,000",Foreign Used,Automatic,
Toyota,Corolla,1998,White,"KSh 355,000",Kenyan Used,Manual,
Nissan,Note,2017,Brown,"KSh 1,250,000",Foreign Used,Automatic,76000
Toyota,Premio,2016,Purple,"KSh 2,290,000",Foreign Used,Automatic,62000
Toyota,Probox,2008,White,"KSh 380,000",Kenyan Used,Automatic,
Toyota,Wish,2014,Black,"KSh 1,300,000",Kenyan Used,Automatic,180000
Toyota,RAV4,2008,Blue,"KSh 1,250,000",Kenyan Used,Automatic,126554
Mercedes-Benz,E240,2003,Blue,"KSh 1,450,000",Foreign Used,Automatic,113300
Toyota,Axio,2010,Gold,"KSh 880,000",Kenyan Used,Automatic,
Porsche,Macan,2015,Black,"KSh 5,000,000",Foreign Used,Automatic,68000
Toyota,Land,2018,Gold,"KSh 7,000,000",Foreign Used,Automatic,36000
Toyota,Land,2015,White,"KSh 5,300,000",Foreign Used,Automatic,73000
Toyota,Succeed,2008,White,"KSh 520,000",Kenyan Used,Automatic,
Mazda,Atenza,2009,Silver,"KSh 900,000",Kenyan Used,Automatic,
BMW,118i,2016,Black,"KSh 2,150,000",Kenyan Used,Automatic,82000
Toyota,Kluger,2005,Silver,"KSh 1,050,000",Kenyan Used,Automatic,152000
Toyota,Land,2009,Blue,"KSh 2,200,000",Kenyan Used,Manual,186464
Toyota,Land,2012,Black,"KSh 6,300,000",Kenyan Used,Automatic,87300
Nissan,Teana,2007,White,"KSh 680,000",Kenyan Used,Automatic,
Toyota,Corolla,2016,Silver,"KSh 1,480,000",Kenyan Used,Automatic,
Toyota,Harrier,2014,White,"KSh 2,730,000",Kenyan Used,Automatic,
Audi,Q5,2016,Black,"KSh 4,900,000",Foreign Used,Automatic,47000
Mazda,Demio,2012,White,"KSh 650,000",Kenyan Used,Automatic,96000
Honda,Fit,2015,White,"KSh 1,150,000",Foreign Used,Automatic,34000
Toyota,Vitz,2007,Black,"KSh 470,000",Kenyan Used,Automatic,
Nissan,Note,2016,Silver,"KSh 1,100,000",Foreign Used,Automatic,
Toyota,Premio,2008,White,"KSh 895,000",Kenyan Used,Automatic,165000
Toyota,Harrier,2014,Black,"KSh 3,000,000",Kenyan Used,Automatic,
Honda,Stream,2008,Silver,"KSh 695,000",Kenyan Used,Automatic,147000
Toyota,Passo,2016,Black,"KSh 860,000",Foreign Used,Automatic,
